Ocupação;Quantitativo;Porcentagem;Data de carga
Proprietário de Estabelecimento Agrícola, da Pecuária e Florestal;7635;0,0191;2024-01-19 18:39:50
Proprietário de Estabelecimento Comercial;36971;0,0926;2024-01-19 18:39:50
Proprietário de Estabelecimento Industrial;1430;0,0036;2024-01-19 18:39:50
Proprietário de Estabelecimento de Prestação de Servicos;589;0,0015;2024-01-19 18:39:50
Proprietário de Imóvel, Recebendo Rendimento de Aluguel;56;0,0001;2024-01-19 18:39:50
Proprietário de Microempresa;2569;0,0064;2024-01-19 18:39:50
Protético;406;0,001;2024-01-19 18:39:50
Psicólogo;280;0,0007;2024-01-19 18:39:50
Publicitário;406;0,001;2024-01-19 18:39:50
Químico;144;0,0004;2024-01-19 18:39:50
Relações Públicas;140;0,0004;2024-01-19 18:39:50
SECRETARIO, ESTENOGRAFO, DATILOGRAFO, RECEPCIONISTA, TELEFONISTA, ETC;1394;0,0035;2024-01-19 18:39:50
SECURITARIO;95;0,0002;2024-01-19 18:39:50
SERVENTUARIO DE JUSTICA;593;0,0015;2024-01-19 18:39:50
SERVIDOR PUBLICO ESTADUAL;10759;0,0269;2024-01-19 18:39:50
SERVIDOR PUBLICO FEDERAL;2455;0,0061;2024-01-19 18:39:50
SERVIDOR PUBLICO MUNICIPAL;19301;0,0483;2024-01-19 18:39:50
SUPERVISORES, INSPETOR E AGENTE DE COMPRAS E VENDAS;345;0,0009;2024-01-19 18:39:50
Sacerdote ou Membro de Ordens ou Seitas Religiosas;965;0,0024;2024-01-19 18:39:50
Sociólogo;93;0,0002;2024-01-19 18:39:50
TABELIAO;135;0,0003;2024-01-19 18:39:50
TRABALHADOR DOS SERVICOS DE CONTABILIDADE, DE CAIXA E ASSEMELHADOS;230;0,0006;2024-01-19 18:39:50
Tecnólogo;68;0,0002;2024-01-19 18:39:50
Trabalhador Agrícola;51953;0,1301;2024-01-19 18:39:50
Trabalhador Florestal;99;0,0002;2024-01-19 18:39:50
Trabalhador Metalúrgico E Siderúrgico;1161;0,0029;2024-01-19 18:39:50
Trabalhador da Pecuária;2840;0,0071;2024-01-19 18:39:50
Trabalhador da Pesca;737;0,0018;2024-01-19 18:39:50
Trabalhador de Artes Gráficas;213;0,0005;2024-01-19 18:39:50
Trabalhador de Construção Civil;7300;0,0183;2024-01-19 18:39:50
Trabalhador de Fabricação de Artefatos de Madeira;1174;0,0029;2024-01-19 18:39:50
Trabalhador de Fabricação de Calçaados e Artefatos de Couro;414;0,001;2024-01-19 18:39:50
Trabalhador de Fabricação de Papel e Papelão;77;0,0002;2024-01-19 18:39:50
Trabalhador de Fabricação de Produtos Têxteis (Exceto Roupas);212;0,0005;2024-01-19 18:39:50
Trabalhador de Fabricação de Produtos de Borracha e Plástico;49;0,0001;2024-01-19 18:39:50
Trabalhador de Fabricação de Roupas;583;0,0015;2024-01-19 18:39:50
Trabalhador de Fabricação e Preparação de Alimentos e Bebidas;530;0,0013;2024-01-19 18:39:50
Trabalhador de Instalações de Processamento Químico;59;0,0001;2023-03-02 09:45:49
Trabalhador de Tratamento de Fumo e de Fabricação de Cigarros/Charutos;8;0;2024-01-19 18:39:50
Trabalhador de Usinagem de Metais;330;0,0008;2024-01-19 18:39:50
Técnico de Biologia;7;0;2023-03-02 09:45:49
Técnico de Contabilidade e de Estatística;1367;0,0034;2024-01-19 18:39:50
Técnico de Eletricidade, Eletrônica e Telecomunicações;1082;0,0027;2024-01-19 18:39:50
Técnico de Laboratório e Raios X;317;0,0008;2024-01-19 18:39:50
Técnico de Mecânica;236;0,0006;2024-01-19 18:39:50
Técnico de Química;114;0,0003;2024-01-19 18:39:50
Técnico em Agronomia e Agrimensura;1182;0,003;2024-01-19 18:39:50
VENDEDOR DE COMERCIO VAREJISTA E ATACADISTA;11589;0,029;2024-01-19 18:39:50
VENDEDOR PRACISTA, REPRESENTANTE, CAIXEIRO-VIAJANTE E ASSEMELHADOS;3352;0,0084;2024-01-19 18:39:50
Veterinário e Zootecnista;554;0,0014;2024-01-19 18:39:50
