Ocupação;Quantitativo;Porcentagem;Data de carga
Digitador;13;0,0006;2023-03-01 13:21:52
Diplomata;4;0,0002;2023-03-01 13:21:52
Diretor de Empresas;69;0,0031;2023-03-01 13:21:52
Diretor de Estabelecimento de Ensino;22;0,001;2023-03-01 13:21:52
Dona de Casa;337;0,015;2023-03-01 13:21:52
Economista;131;0,0058;2023-03-01 13:21:52
Eletricista e Assemelhados;70;0,0031;2023-03-01 13:21:52
Empregado Doméstico;11;0,0005;2023-03-01 13:21:52
Empresário;1925;0,0854;2023-03-01 13:21:52
Encanador, Soldador, Chapeador e Caldeireiro;4;0,0002;2023-03-01 13:21:52
Enfermeiro;103;0,0046;2023-03-01 13:21:52
Engenheiro;322;0,0143;2023-03-01 13:21:52
Escritor e Crítico;22;0,001;2023-03-01 13:21:52
Escultor e Pintor;1;0;2023-03-01 13:21:52
Estatístico;1;0;2023-03-01 13:21:52
Esteticista;9;0,0004;2023-03-01 13:21:52
Estivador, Carregador e Assemelhados;4;0,0002;2023-03-01 13:21:52
Estudante, Bolsista, Estagiário e Assemelhados;355;0,0158;2023-03-01 13:21:52
Farmacêutico;40;0,0018;2023-03-01 13:21:52
Faxineiro;4;0,0002;2023-03-01 13:21:52
Feirante, Ambulante e Mascate;9;0,0004;2023-03-01 13:21:52
Ferroviário;3;0,0001;2023-03-01 13:21:52
Fiandeiro, Tecelão, Tingidor e Assemelhados;3;0,0001;2023-03-01 13:21:52
Fiscal;43;0,0019;2023-03-01 13:21:52
Fiscal de Transporte Coletivo;4;0,0002;2023-03-01 13:21:52
Fisioterapeuta e Terapeuta Ocupacional;31;0,0014;2023-03-01 13:21:52
Fonoaudiólogo;4;0,0002;2023-03-01 13:21:52
Fotógrafo e Assemelhados;33;0,0015;2023-03-01 13:21:52
Frentista;9;0,0004;2023-03-01 13:21:52
Gari ou Lixeiro;9;0,0004;2023-03-01 13:21:52
Garimpeiro;5;0,0002;2023-03-01 13:21:52
Garçom;19;0,0008;2023-03-01 13:21:52
Gerente;112;0,005;2023-03-01 13:21:52
Geógrafo;6;0,0003;2023-03-01 13:21:52
Geólogo;12;0,0005;2023-03-01 13:21:52
Governador;16;0,0007;2023-03-01 13:21:52
Guardador de Veículos;2;0,0001;2023-03-01 13:21:52
Guia de Turismo;3;0,0001;2023-03-01 13:21:52
Historiador;11;0,0005;2023-03-01 13:21:52
Industrial;44;0,002;2023-03-01 13:21:52
Jardineiro;6;0,0003;2023-03-01 13:21:52
Joalheiro e Ourives;2;0,0001;2023-03-01 13:21:52
Jornaleiro;3;0,0001;2023-03-01 13:21:52
Jornalista e Redator;229;0,0102;2023-03-01 13:21:52
Lanterneiro e Pintor de Veículos;5;0,0002;2023-03-01 13:21:52
Lavador de Veículos;3;0,0001;2023-03-01 13:21:52
Leiloeiro, Avaliador e Assemelhados;3;0,0001;2023-03-01 13:21:52
Locutor e Comentarista de Rádio e Televisão e Radialista;108;0,0048;2023-03-01 13:21:52
Magistrado;1;0;2023-03-01 13:21:52
Manicure e Maquilador;10;0,0004;2023-03-01 13:21:52
Marinheiro Civil, Canoeiro, Embarcado e Assemelhados;6;0,0003;2023-03-01 13:21:52
Massagista;6;0,0003;2023-03-01 13:21:52
Mecânico de Manutenção;49;0,0022;2023-03-01 13:21:52
Membro das Forças Armadas;60;0,0027;2023-03-01 13:21:52
Membro do Ministério Público;9;0,0004;2023-03-01 13:21:52
Militar Reformado;172;0,0076;2023-03-01 13:21:52
Ministro de Estado;2;0,0001;2023-03-01 13:21:52
Modelo;2;0,0001;2023-03-01 13:21:52
Montador de Estrutura Metálica;3;0,0001;2023-03-01 13:21:52
Motoboy;25;0,0011;2023-03-01 13:21:52
Motorista Particular;92;0,0041;2023-03-01 13:21:52
Motorista de Veículos de Transporte Coletivo de Passageiros;98;0,0043;2023-03-01 13:21:52
Motorista de Veículos de Transporte de Carga;47;0,0021;2023-03-01 13:21:52
Médico;673;0,0299;2023-03-01 13:21:52
Músico;79;0,0035;2023-03-01 13:21:52
Nutricionista e Assemelhados;2;0,0001;2023-03-01 13:21:52
Oceanógrafo;3;0,0001;2023-03-01 13:21:52
Ocupante de Cargo em Comissão;28;0,0012;2023-03-01 13:21:52
Odontólogo;101;0,0045;2023-03-01 13:21:52
Office-Boy e Contínuo;1;0;2023-03-01 13:21:52
Operador de Aparelhos de Produção Industrial;18;0,0008;2023-03-01 13:21:52
Operador de Computador;5;0,0002;2023-03-01 13:21:52
Operador de Equipamento de Rádio, Televisão, Som e Cinema;12;0,0005;2023-03-01 13:21:52
Operador de Instalação de Produção de Energia Elétrica e Nuclear;3;0,0001;2023-03-01 13:21:52
Outros;3578;0,1588;2023-03-01 13:21:52
Padeiro, Confeiteiro e Assemelhados;7;0,0003;2023-03-01 13:21:52
Paramédico;2;0,0001;2023-03-01 13:21:52
Pecuarista;62;0,0028;2023-03-01 13:21:52
Pedagogo;127;0,0056;2023-03-01 13:21:52
Pescador;18;0,0008;2023-03-01 13:21:52
Petroleiro;16;0,0007;2023-03-01 13:21:52
Piloto de Aviação Comercial, Navegador, Mecânico de Vôo e Assemelhados;5;0,0002;2023-03-01 13:21:52
Policial Civil;141;0,0063;2023-03-01 13:21:52
Policial Militar;473;0,021;2023-03-01 13:21:52
Porteiro de Edifício, Ascensorista, Garagista e Zelador;28;0,0012;2023-03-01 13:21:52
Prefeito;1;0;2023-03-01 13:21:52
Produtor Agropecuário;55;0,0024;2023-03-01 13:21:52
Produtor de Espetáculos Públicos;38;0,0017;2023-03-01 13:21:52
Professor de Ensino Fundamental;291;0,0129;2023-03-01 13:21:52
Professor de Ensino Médio;651;0,0289;2023-03-01 13:21:52
Professor de Ensino Superior;335;0,0149;2023-03-01 13:21:52
Professor e Instrutor de Formação Profissional;90;0,004;2023-03-01 13:21:52
Programador de Computador;3;0,0001;2023-03-01 13:21:52
Protético;13;0,0006;2023-03-01 13:21:52
Psicólogo;69;0,0031;2023-03-01 13:21:52
Publicitário;75;0,0033;2023-03-01 13:21:52
Químico;10;0,0004;2023-03-01 13:21:52
Recepcionista;37;0,0016;2023-03-01 13:21:52
Relações-Públicas;14;0,0006;2023-03-01 13:21:52
Relojoeiro e Montador de Instrumento de Precisão;1;0;2023-03-01 13:21:52
Representante Comercial;119;0,0053;2023-03-01 13:21:52
Sacerdote ou Membro de Ordem ou Seita Religiosa;99;0,0044;2023-03-01 13:21:52
Salva-Vidas;3;0,0001;2023-03-01 13:21:52
Secretário e Datilógrafo;100;0,0044;2023-03-01 13:21:52
Securitário;2;0,0001;2023-03-01 13:21:52
Senador;46;0,002;2023-03-01 13:21:52
Serralheiro;11;0,0005;2023-03-01 13:21:52
Serventuário de Justiça;20;0,0009;2023-03-01 13:21:52
Servidor Público Civil Aposentado;92;0,0041;2023-03-01 13:21:52
Servidor Público Estadual;859;0,0381;2023-03-01 13:21:52
Servidor Público Federal;456;0,0202;2023-03-01 13:21:52
Servidor Público Municipal;431;0,0191;2023-03-01 13:21:52
Servidor da Justiça Eleitoral;3;0,0001;2023-03-01 13:21:52
Sociólogo;29;0,0013;2023-03-01 13:21:52
Supervisor, Inspetor e Agente de Compras e Vendas;31;0,0014;2023-03-01 13:21:52
Tabelião;8;0,0004;2023-03-01 13:21:52
Tapeceiro;3;0,0001;2023-03-01 13:21:52
Taquígrafo e Estenógrafo;1;0;2023-03-01 13:21:52
Taxista;55;0,0024;2023-03-01 13:21:52
Telefonista;20;0,0009;2023-03-01 13:21:52
Terapeuta;15;0,0007;2023-03-01 13:21:52
Torneiro Mecânico;6;0,0003;2023-03-01 13:21:52
Trabalhador Dos Serviços de Contabilidade, de Caixa e Assemelhados;4;0,0002;2023-03-01 13:21:52
Trabalhador Metalúrgico e Siderúrgico;23;0,001;2023-03-01 13:21:52
Trabalhador Rural;18;0,0008;2023-03-01 13:21:52
Trabalhador de Artes Gráficas;4;0,0002;2023-03-01 13:21:52
Trabalhador de Construção Civil;49;0,0022;2023-03-01 13:21:52
Trabalhador de Fabricação de Calçados e Artefatos de Couro;1;0;2023-03-01 13:21:52
Trabalhador de Fabricação de Produtos Têxteis (Exceto Roupas);1;0;2023-03-01 13:21:52
Trabalhador de Fabricação de Produtos de Borracha e Plástico;1;0;2023-03-01 13:21:52
Trabalhador de Fabricação de Roupas;4;0,0002;2023-03-01 13:21:52
Trabalhador de Fabricação e Preparação de Alimentos e Bebidas;3;0,0001;2023-03-01 13:21:52
Trabalhador de Hotelaria;1;0;2023-03-01 13:21:52
Trabalhador de Minas e Pedreiras, Sondador e Assemelhados;2;0,0001;2023-03-01 13:21:52
Trabalhador de Usinagem de Metais;2;0,0001;2023-03-01 13:21:52
Trabalhador em Atividade de Processamento Químico;3;0,0001;2023-03-01 13:21:52
Tradutor, Intérprete e Filólogo;5;0,0002;2023-03-01 13:21:52
Técnico Contabilidade, Estatística, Economia Doméstica e Administração;53;0,0024;2023-03-01 13:21:52
Técnico Têxtil;1;0;2023-03-01 13:21:52
Técnico de Biologia;1;0;2023-03-01 13:21:52
Técnico de Eletricidade, Eletrônica e Telecomunicações;32;0,0014;2023-03-01 13:21:52
Técnico de Enfermagem e Assemelhados (Exceto Enfermeiro);67;0,003;2023-03-01 13:21:52
Técnico de Laboratório e Raios X;14;0,0006;2023-03-01 13:21:52
Técnico de Mecânica;10;0,0004;2023-03-01 13:21:52
Técnico de Mineração, Metalurgia e Geologia;3;0,0001;2023-03-01 13:21:52
Técnico de Obras Civis, Estradas, Saneamento e Assemelhados;13;0,0006;2023-03-01 13:21:52
Técnico de Química;2;0,0001;2023-03-01 13:21:52
Técnico em Agronomia e Agrimensura;14;0,0006;2023-03-01 13:21:52
Técnico em Edificações;3;0,0001;2023-03-01 13:21:52
Técnico em Informática;30;0,0013;2023-03-01 13:21:52
Vendedor Pracista, Representante, Caixeiro-Viajante e Assemelhados;147;0,0065;2023-03-01 13:21:52
Vendedor de Comércio Varejista e Atacadista;94;0,0042;2023-03-01 13:21:52
Vereador;824;0,0366;2023-03-01 13:21:52
Veterinário;46;0,002;2023-03-01 13:21:52
Vigilante;108;0,0048;2023-03-01 13:21:52
Zootecnista;3;0,0001;2023-03-01 13:21:52
