Ocupação;Quantitativo;Porcentagem;Data de carga
Corretor de Imóveis, Seguros, Títulos e Valores;159;0,0083;2023-03-01 16:46:07
Cortador, Polidor e Gravador de Pedras;1;0,0001;2023-03-01 16:46:07
Coveiro;1;0,0001;2023-03-01 16:46:07
Cozinheiro;10;0,0005;2023-03-01 16:46:07
Decorador;2;0,0001;2023-03-01 16:46:07
Deputado;988;0,0513;2023-03-01 16:46:07
Desenhista;14;0,0007;2023-03-01 16:46:07
Despachante;23;0,0012;2023-03-01 16:46:07
Detetive Particular;8;0,0004;2023-03-01 16:46:07
Digitador;8;0,0004;2023-03-01 16:46:07
Diplomata;3;0,0002;2023-03-01 16:46:07
Diretor de Empresas;51;0,0026;2023-03-01 16:46:07
Diretor de Estabelecimento de Ensino;17;0,0009;2023-03-01 16:46:07
Dona de Casa;72;0,0037;2023-03-01 16:46:07
Economista;153;0,0079;2023-03-01 16:46:07
Economista Doméstico;2;0,0001;2023-03-01 16:46:07
Eletricista e Assemelhados;38;0,002;2023-03-01 16:46:07
Empregado Doméstico;7;0,0004;2023-03-01 16:46:07
Empresário;1375;0,0714;2023-03-01 16:46:07
Encanador, Soldador, Chapeador e Caldeireiro;10;0,0005;2023-03-01 16:46:07
Enfermeiro;46;0,0024;2023-03-01 16:46:07
Engenheiro;353;0,0183;2023-03-01 16:46:07
Engraxate;1;0,0001;2023-03-01 16:46:07
Escritor e Crítico;20;0,001;2023-03-01 16:46:07
Escultor e Pintor;11;0,0006;2023-03-01 16:46:07
Estatístico;2;0,0001;2023-03-01 16:46:07
Esteticista;3;0,0002;2023-03-01 16:46:07
Estivador, Carregador e Assemelhados;1;0,0001;2023-03-01 16:46:07
Estofador;1;0,0001;2023-03-01 16:46:07
Estudante, Bolsista, Estagiário e Assemelhados;320;0,0166;2023-03-01 16:46:07
Farmacêutico;33;0,0017;2023-03-01 16:46:07
Faxineiro;3;0,0002;2023-03-01 16:46:07
Feirante, Ambulante e Mascate;21;0,0011;2023-03-01 16:46:07
Ferroviário;9;0,0005;2023-03-01 16:46:07
Fiandeiro, Tecelão, Tingidor e Assemelhados;2;0,0001;2023-03-01 16:46:07
Fiscal;22;0,0011;2023-03-01 16:46:07
Fiscal de Transporte Coletivo;5;0,0003;2023-03-01 16:46:07
Fisioterapeuta e Terapeuta Ocupacional;17;0,0009;2023-03-01 16:46:07
Fonoaudiólogo;2;0,0001;2023-03-01 16:46:07
Fotógrafo e Assemelhados;16;0,0008;2023-03-01 16:46:07
Frentista;7;0,0004;2023-03-01 16:46:07
Funileiro;3;0,0002;2023-03-01 16:46:07
Físico;2;0,0001;2023-03-01 16:46:07
Gari ou Lixeiro;4;0,0002;2023-03-01 16:46:07
Garimpeiro;2;0,0001;2023-03-01 16:46:07
Garçom;15;0,0008;2023-03-01 16:46:07
Gerente;71;0,0037;2023-03-01 16:46:07
Geógrafo;6;0,0003;2023-03-01 16:46:07
Geólogo;13;0,0007;2023-03-01 16:46:07
Governador;16;0,0008;2023-03-01 16:46:07
Guardador de Veículos;2;0,0001;2023-03-01 16:46:07
Guia de Turismo;4;0,0002;2023-03-01 16:46:07
Historiador;6;0,0003;2023-03-01 16:46:07
Industrial;48;0,0025;2023-03-01 16:46:07
Jardineiro;2;0,0001;2023-03-01 16:46:07
Joalheiro e Ourives;2;0,0001;2023-03-01 16:46:07
Jornaleiro;3;0,0002;2023-03-01 16:46:07
Jornalista e Redator;195;0,0101;2023-03-01 16:46:07
Lanterneiro e Pintor de Veículos;6;0,0003;2023-03-01 16:46:07
Lavandeiro, Tintureiro e Assemelhados;1;0,0001;2023-03-01 16:46:07
Leiloeiro, Avaliador e Assemelhados;3;0,0002;2023-03-01 16:46:07
Leiturista;1;0,0001;2023-03-01 16:46:07
Locutor e Comentarista de Rádio e Televisão e Radialista;202;0,0105;2023-03-01 16:46:07
Magistrado;3;0,0002;2023-03-01 16:46:07
Manicure e Maquilador;3;0,0002;2023-03-01 16:46:07
Maquinista e Foguista de Embarcações e Assemelhados;1;0,0001;2023-03-01 16:46:07
Marinheiro Civil, Canoeiro, Embarcado e Assemelhados;4;0,0002;2023-03-01 16:46:07
Massagista;1;0,0001;2023-03-01 16:46:07
Matemático e Atuário;3;0,0002;2023-03-01 16:46:07
Mecânico de Manutenção;42;0,0022;2023-03-01 16:46:07
Membro das Forças Armadas;48;0,0025;2023-03-01 16:46:07
Mestre e Contramestre de Embarcação;1;0,0001;2023-03-01 16:46:07
Militar Reformado;124;0,0064;2023-03-01 16:46:07
Ministro de Estado;1;0,0001;2023-03-01 16:46:07
Modelo;1;0,0001;2023-03-01 16:46:07
Montador de Máquinas;1;0,0001;2023-03-01 16:46:07
Motoboy;5;0,0003;2023-03-01 16:46:07
Motorista Particular;76;0,0039;2023-03-01 16:46:07
Motorista de Veículos de Transporte Coletivo de Passageiros;74;0,0038;2023-03-01 16:46:07
Motorista de Veículos de Transporte de Carga;35;0,0018;2023-03-01 16:46:07
Médico;780;0,0405;2023-03-01 16:46:07
Músico;40;0,0021;2023-03-01 16:46:07
Nutricionista e Assemelhados;8;0,0004;2023-03-01 16:46:07
Ocupante de Cargo em Comissão;29;0,0015;2023-03-01 16:46:07
Odontólogo;104;0,0054;2023-03-01 16:46:07
Office-Boy e Contínuo;2;0,0001;2023-03-01 16:46:07
Operador de Aparelhos de Produção Industrial;11;0,0006;2023-03-01 16:46:07
Operador de Computador;2;0,0001;2023-03-01 16:46:07
Operador de Equipamento Médico e Odontológico;1;0,0001;2023-03-01 16:46:07
Operador de Equipamento de Rádio, Televisão, Som e Cinema;8;0,0004;2023-03-01 16:46:07
Operador de Implemento de Agricultura, Pecuária e Exploração Florestal;2;0,0001;2023-03-01 16:46:07
Operador de Instalação de Produção de Energia Elétrica e Nuclear;1;0,0001;2023-03-01 16:46:07
Outros;2495;0,1295;2023-03-01 16:46:07
Padeiro, Confeiteiro e Assemelhados;9;0,0005;2023-03-01 16:46:07
Pecuarista;75;0,0039;2023-03-01 16:46:07
Pedagogo;60;0,0031;2023-03-01 16:46:07
Pescador;15;0,0008;2023-03-01 16:46:07
Petroleiro;11;0,0006;2023-03-01 16:46:07
Piloto de Aviação Comercial, Navegador, Mecânico de Vôo e Assemelhados;10;0,0005;2023-03-01 16:46:07
Policial Civil;99;0,0051;2023-03-01 16:46:07
Policial Militar;590;0,0306;2023-03-01 16:46:07
Porteiro de Edifício, Ascensorista, Garagista e Zelador;16;0,0008;2023-03-01 16:46:07
Presidente da República;1;0,0001;2023-03-01 16:46:07
Produtor Agropecuário;90;0,0047;2023-03-01 16:46:07
Produtor de Espetáculos Públicos;26;0,0013;2023-03-01 16:46:07
Professor de Ensino Fundamental;213;0,0111;2023-03-01 16:46:07
Professor de Ensino Médio;571;0,0296;2023-03-01 16:46:07
Professor de Ensino Superior;344;0,0179;2023-03-01 16:46:07
Professor e Instrutor de Formação Profissional;65;0,0034;2023-03-01 16:46:07
Programador de Computador;6;0,0003;2023-03-01 16:46:07
Protético;14;0,0007;2023-03-01 16:46:07
Psicólogo;40;0,0021;2023-03-01 16:46:07
Publicitário;81;0,0042;2023-03-01 16:46:07
Químico;6;0,0003;2023-03-01 16:46:07
Recepcionista;6;0,0003;2023-03-01 16:46:07
Relações-Públicas;4;0,0002;2023-03-01 16:46:07
Relojoeiro e Montador de Instrumento de Precisão;1;0,0001;2023-03-01 16:46:07
Representante Comercial;130;0,0067;2023-03-01 16:46:07
Sacerdote ou Membro de Ordem ou Seita Religiosa;106;0,0055;2023-03-01 16:46:07
Secretário e Datilógrafo;22;0,0011;2023-03-01 16:46:07
Securitário;3;0,0002;2023-03-01 16:46:07
Senador;33;0,0017;2023-03-01 16:46:07
Serralheiro;8;0,0004;2023-03-01 16:46:07
Serventuário de Justiça;17;0,0009;2023-03-01 16:46:07
Servidor Público Civil Aposentado;197;0,0102;2023-03-01 16:46:07
Servidor Público Estadual;748;0,0388;2023-03-01 16:46:07
Servidor Público Federal;461;0,0239;2023-03-01 16:46:07
Servidor Público Municipal;312;0,0162;2023-03-01 16:46:07
Sociólogo;29;0,0015;2023-03-01 16:46:07
Supervisor, Inspetor e Agente de Compras e Vendas;17;0,0009;2023-03-01 16:46:07
Tabelião;10;0,0005;2023-03-01 16:46:07
Taquígrafo e Estenógrafo;1;0,0001;2023-03-01 16:46:07
Taxista;40;0,0021;2023-03-01 16:46:07
Telefonista;5;0,0003;2023-03-01 16:46:07
Terapeuta;7;0,0004;2023-03-01 16:46:07
Torneiro Mecânico;5;0,0003;2023-03-01 16:46:07
Trabalhador Dos Serviços de Contabilidade, de Caixa e Assemelhados;8;0,0004;2023-03-01 16:46:07
Trabalhador Florestal;1;0,0001;2023-03-01 16:46:07
Trabalhador Metalúrgico e Siderúrgico;25;0,0013;2023-03-01 16:46:07
Trabalhador Rural;17;0,0009;2023-03-01 16:46:07
Trabalhador de Artes Gráficas;15;0,0008;2023-03-01 16:46:07
Trabalhador de Construção Civil;51;0,0026;2023-03-01 16:46:07
Trabalhador de Fabricação de Calçados e Artefatos de Couro;2;0,0001;2023-03-01 16:46:07
Trabalhador de Fabricação de Produtos Têxteis (Exceto Roupas);1;0,0001;2023-03-01 16:46:07
Trabalhador de Fabricação de Roupas;3;0,0002;2023-03-01 16:46:07
Trabalhador de Fabricação, Vulcanização e Reparação de Pneumáticos;1;0,0001;2023-03-01 16:46:07
Trabalhador de Hotelaria;1;0,0001;2023-03-01 16:46:07
Trabalhador de Minas e Pedreiras, Sondador e Assemelhados;2;0,0001;2023-03-01 16:46:07
Trabalhador em Atividade de Processamento Químico;2;0,0001;2023-03-01 16:46:07
Tradutor, Intérprete e Filólogo;2;0,0001;2023-03-01 16:46:07
Técnico Contabilidade, Estatística, Economia Doméstica e Administração;102;0,0053;2023-03-01 16:46:07
Técnico Têxtil;1;0,0001;2023-03-01 16:46:07
Técnico de Biologia;3;0,0002;2023-03-01 16:46:07
Técnico de Eletricidade, Eletrônica e Telecomunicações;40;0,0021;2023-03-01 16:46:07
Técnico de Enfermagem e Assemelhados (Exceto Enfermeiro);63;0,0033;2023-03-01 16:46:07
Técnico de Laboratório e Raios X;15;0,0008;2023-03-01 16:46:07
Técnico de Mecânica;16;0,0008;2023-03-01 16:46:07
Técnico de Mineração, Metalurgia e Geologia;5;0,0003;2023-03-01 16:46:07
Técnico de Obras Civis, Estradas, Saneamento e Assemelhados;10;0,0005;2023-03-01 16:46:07
Técnico de Química;4;0,0002;2023-03-01 16:46:07
Técnico em Agronomia e Agrimensura;15;0,0008;2023-03-01 16:46:07
Técnico em Edificações;10;0,0005;2023-03-01 16:46:07
Técnico em Informática;18;0,0009;2023-03-01 16:46:07
Vendedor Pracista, Representante, Caixeiro-Viajante e Assemelhados;104;0,0054;2023-03-01 16:46:07
Vendedor de Comércio Varejista e Atacadista;116;0,006;2023-03-01 16:46:07
Vereador;856;0,0444;2023-03-01 16:46:07
Veterinário;43;0,0022;2023-03-01 16:46:07
Vigilante;77;0,004;2023-03-01 16:46:07
Zootecnista;6;0,0003;2023-03-01 16:46:07
