Ocupação;Quantitativo;Porcentagem;Data de carga
Administrador;6123;0,0127;2023-02-14 08:47:37
Advogado;7557;0,0157;2023-02-14 08:47:37
Agenciador de Propaganda;115;0,0002;2023-02-14 08:47:37
Agente Administrativo;4259;0,0088;2023-02-14 08:47:37
Agente Postal;259;0,0005;2023-02-14 08:47:37
Agente de Saúde e Sanitarista;3699;0,0077;2023-02-14 08:47:37
Agente de Serviços Funerários e Embalsamador;92;0,0002;2023-02-14 08:47:37
Agente de Viagem;120;0,0002;2023-02-14 08:47:37
Agricultor;38913;0,0806;2023-02-14 08:47:37
Agrônomo;534;0,0011;2023-02-14 08:47:37
Alfaiate e Costureiro;335;0,0007;2023-02-14 08:47:37
Almoxarife;341;0,0007;2023-02-14 08:47:37
Analista de Sistemas;276;0,0006;2023-02-14 08:47:37
Antropólogo;2;0;2023-02-14 08:47:37
Aposentado (Exceto Servidor Público);14973;0,031;2023-02-14 08:47:37
Arqueólogo;3;0;2023-02-14 08:47:37
Arquiteto;246;0,0005;2023-02-14 08:47:37
Arquivista e Museólogo;12;0;2023-02-14 08:47:37
Artesão;816;0,0017;2023-02-14 08:47:37
Artista Plástico e Assemelhados;219;0,0005;2023-02-14 08:47:37
Artista de Circo;51;0,0001;2023-02-14 08:47:37
Assistente Social;1046;0,0022;2023-02-14 08:47:37
Astrólogo;7;0;2023-02-14 08:47:37
Astrônomo;162;0,0003;2023-02-14 08:47:37
Atendente de Lanchonete e Restaurante;325;0,0007;2023-02-14 08:47:37
Atleta Profissional e Técnico em Desportos;189;0,0004;2023-02-14 08:47:37
Ator e Diretor de Espetáculos Públicos;142;0,0003;2023-02-14 08:47:37
Auxiliar de Escritório e Assemelhados;5178;0,0107;2023-02-14 08:47:37
Auxiliar de Laboratório;307;0,0006;2023-02-14 08:47:37
Bacteriologista e Assemelhados;13;0;2023-02-14 08:47:37
Bancário e Economiário;1037;0,0021;2023-02-14 08:47:37
Bibliotecário;75;0,0002;2023-02-14 08:47:37
Biomédico;103;0,0002;2023-02-14 08:47:37
Biólogo;204;0,0004;2023-02-14 08:47:37
Bombeiro Civil;79;0,0002;2023-02-14 08:47:37
Bombeiro Militar;342;0,0007;2023-02-14 08:47:37
Bombeiro e Instalador de Gás, Água, Esgoto e Assemelhados;86;0,0002;2023-02-14 08:47:37
Cabeleireiro e Barbeiro;3981;0,0082;2023-02-14 08:47:37
Cantor e Compositor;543;0,0011;2023-02-14 08:47:37
Capitalista de Ativos Financeiros;8;0;2023-02-14 08:47:37
Carpinteiro, Marceneiro e Assemelhados;1383;0,0029;2023-02-14 08:47:37
Carvoeiro;28;0,0001;2023-02-14 08:47:37
Catador de Recicláveis;84;0,0002;2023-02-14 08:47:37
Ceramista e Oleiro;110;0,0002;2023-02-14 08:47:37
Chapeleiro;6;0;2023-02-14 08:47:37
Chaveiro;72;0,0001;2023-02-14 08:47:37
Cientista Político;26;0,0001;2023-02-14 08:47:37
Cobrador de Transporte Coletivo;274;0,0006;2023-02-14 08:47:37
Comandante de Embarcações;21;0;2023-02-14 08:47:37
Comerciante;35394;0,0733;2023-02-14 08:47:37
Comerciário;4006;0,0083;2023-02-14 08:47:37
Comissário de Bordo;4;0;2023-02-14 08:47:37
Comunicólogo;96;0,0002;2023-02-14 08:47:37
Contador;2184;0,0045;2023-02-14 08:47:37
Controlador de Tráfego Aéreo;3;0;2023-02-14 08:47:37
Coreógrafo e Bailarino;31;0,0001;2023-02-14 08:47:37
Corretor de Imóveis, Seguros, Títulos e Valores;1871;0,0039;2023-02-14 08:47:37
Cortador, Polidor e Gravador de Pedras;34;0,0001;2023-02-14 08:47:37
Coveiro;42;0,0001;2023-02-14 08:47:37
Cozinheiro;1043;0,0022;2023-02-14 08:47:37
Decorador;97;0,0002;2023-02-14 08:47:37
Demonstrador;9;0;2023-02-14 08:47:37
Deputado;246;0,0005;2023-02-14 08:47:37
Desenhista;170;0,0004;2023-02-14 08:47:37
Despachante;373;0,0008;2023-02-14 08:47:37
Detetive Particular;24;0;2023-02-14 08:47:37
Digitador;235;0,0005;2023-02-14 08:47:37
Diplomata;2;0;2023-02-14 08:47:37
Diretor de Empresas;261;0,0005;2023-02-14 08:47:37
Diretor de Estabelecimento de Ensino;529;0,0011;2023-02-14 08:47:37
Dona de Casa;23083;0,0478;2023-02-14 08:47:37
Economista;404;0,0008;2023-02-14 08:47:37
Economista Doméstico;13;0;2023-02-14 08:47:37
Eletricista e Assemelhados;2265;0,0047;2023-02-14 08:47:37
Embalador, Empacotador e Assemelhados;120;0,0002;2023-02-14 08:47:37
Empregado Doméstico;904;0,0019;2023-02-14 08:47:37
Empresário;20669;0,0428;2023-02-14 08:47:37
Encanador, Soldador, Chapeador e Caldeireiro;390;0,0008;2023-02-14 08:47:37
Enfermeiro;3165;0,0066;2023-02-14 08:47:37
Engenheiro;1702;0,0035;2023-02-14 08:47:37
Engraxate;8;0;2023-02-14 08:47:37
Escritor e Crítico;81;0,0002;2023-02-14 08:47:37
Escultor e Pintor;150;0,0003;2023-02-14 08:47:37
Estatístico;8;0;2023-02-14 08:47:37
Esteticista;210;0,0004;2023-02-14 08:47:37
Estivador, Carregador e Assemelhados;109;0,0002;2023-02-14 08:47:37
Estofador;76;0,0002;2023-02-14 08:47:37
Estudante, Bolsista, Estagiário e Assemelhados;8705;0,018;2023-02-14 08:47:37
Farmacêutico;747;0,0015;2023-02-14 08:47:37
Faxineiro;593;0,0012;2023-02-14 08:47:37
Feirante, Ambulante e Mascate;315;0,0007;2023-02-14 08:47:37
Ferroviário;42;0,0001;2023-02-14 08:47:37
Fiandeiro, Tecelão, Tingidor e Assemelhados;30;0,0001;2023-02-14 08:47:37
Fiscal;729;0,0015;2023-02-14 08:47:37
Fiscal de Transporte Coletivo;52;0,0001;2023-02-14 08:47:37
Fisioterapeuta e Terapeuta Ocupacional;605;0,0013;2023-02-14 08:47:37
Fonoaudiólogo;62;0,0001;2023-02-14 08:47:37
Fotógrafo e Assemelhados;572;0,0012;2023-02-14 08:47:37
Frentista;690;0,0014;2023-02-14 08:47:37
Funileiro;284;0,0006;2023-02-14 08:47:37
Físico;5;0;2023-02-14 08:47:37
Gari ou Lixeiro;393;0,0008;2023-02-14 08:47:37
Garimpeiro;65;0,0001;2023-02-14 08:47:37
Garçom;488;0,001;2023-02-14 08:47:37
Geofísico;3;0;2023-02-14 08:47:37
Gerente;2363;0,0049;2023-02-14 08:47:37
Geógrafo;53;0,0001;2023-02-14 08:47:37
Geólogo;25;0,0001;2023-02-14 08:47:37
Governanta;22;0;2023-02-14 08:47:37
Guardador de Veículos;17;0;2023-02-14 08:47:37
Guia de Turismo;96;0,0002;2023-02-14 08:47:37
Historiador;55;0,0001;2023-02-14 08:47:37
Industrial;887;0,0018;2023-02-14 08:47:37
Jardineiro;267;0,0006;2023-02-14 08:47:37
