Ocupação;Quantitativo;Porcentagem;Data de carga
Comissário de Bordo;6;0;2024-12-23 08:30:13
Físico;5;0;2024-12-23 08:30:13
Técnico de Enfermagem e Assemelhados (Exceto Enfermeiro);4422;0,0095;2024-12-23 08:30:13
Enfermeiro;4079;0,0088;2024-12-23 08:30:13
Corretor de Imóveis, Seguros, Títulos e Valores;2443;0,0053;2024-12-23 08:30:13
Vigilante;3366;0,0073;2024-12-23 08:30:13
Serventuário de Justiça;90;0,0002;2024-12-23 08:30:13
Escultor e Pintor;100;0,0002;2024-12-23 08:30:13
Lanterneiro e Pintor de Veículos;91;0,0002;2024-12-23 08:30:13
Almoxarife;249;0,0005;2024-12-23 08:30:13
Estofador;39;0,0001;2024-12-23 08:30:13
Capitalista de Ativos Financeiros;12;0;2024-12-23 08:30:13
Salva-Vidas;34;0,0001;2024-12-23 08:30:13
Artista de Circo;17;0;2024-12-23 08:30:13
Detetive Particular;5;0;2024-12-23 08:30:13
Aposentado (Exceto Servidor Público);17484;0,0377;2024-12-23 08:30:13
Motorista Particular;5005;0,0108;2024-12-23 08:30:13
Prefeito;2081;0,0045;2024-12-23 08:30:13
Técnico de Eletricidade, Eletrônica e Telecomunicações;679;0,0015;2024-12-23 08:30:13
Faxineiro;898;0,0019;2024-12-23 08:30:13
Auxiliar de Laboratório;129;0,0003;2024-12-23 08:30:13
Leiturista;54;0,0001;2024-12-23 08:30:13
Trabalhador de Artes Gráficas;45;0,0001;2024-12-23 08:30:13
Meteorologista;2;0;2024-12-23 08:30:13
Carvoeiro;15;0;2024-12-23 08:30:13
Engraxate;6;0;2024-12-23 08:30:13
Militar Reformado;1185;0,0026;2024-12-23 08:30:13
PROFESSOR DE ENSINO DE PRIMEIRO E SEGUNDO GRAUS;1394;0,003;2024-12-23 08:30:13
Contador;1682;0,0036;2024-12-23 08:30:13
Servidor Público Civil Aposentado;1309;0,0028;2024-12-23 08:30:13
Técnico de Obras Civis, Estradas, Saneamento e Assemelhados;326;0,0007;2024-12-23 08:30:13
Taxista;1216;0,0026;2024-12-23 08:30:13
Pescador;2352;0,0051;2024-12-23 08:30:13
PORTEIRO DE EDIFÍCIO, ASCENSORISTA, GARAGISTA, FAXINEIRO E ZELADOR;82;0,0002;2024-12-23 08:30:13
Atleta Profissional e Técnico em Desportos;216;0,0005;2024-12-23 08:30:13
Desenhista;88;0,0002;2024-12-23 08:30:13
Trabalhador de Hotelaria;48;0,0001;2024-12-23 08:30:13
Operador de Equipamento de Rádio, Televisão, Som e Cinema;80;0,0002;2024-12-23 08:30:13
Trabalhador de Fabricação de Produtos de Borracha e Plástico;17;0;2024-12-23 08:30:13
Trabalhador de Fabricação, Vulcanização e Reparação de Pneumáticos;15;0;2024-12-23 08:30:13
Joalheiro e Ourives;13;0;2024-12-23 08:30:13
Dona de Casa;12456;0,0269;2024-12-23 08:30:13
Policial Militar;2805;0,0061;2024-12-23 08:30:13
Assistente Social;2183;0,0047;2024-12-23 08:30:13
Agente Administrativo;3117;0,0067;2024-12-23 08:30:13
Gari ou Lixeiro;432;0,0009;2024-12-23 08:30:13
Médico;2486;0,0054;2024-12-23 08:30:13
Manicure e Maquilador;689;0,0015;2024-12-23 08:30:13
Gerente;2073;0,0045;2024-12-23 08:30:13
Operador de Aparelhos de Produção Industrial;851;0,0018;2024-12-23 08:30:13
Analista de Sistemas;299;0,0006;2024-12-23 08:30:13
Trabalhador de Fabricação de Papel e Papelão;12;0;2024-12-23 08:30:13
Jardineiro;358;0,0008;2024-12-23 08:30:13
Economista;247;0,0005;2024-12-23 08:30:13
Matemático e Atuário;12;0;2024-12-23 08:30:13
Tapeceiro;62;0,0001;2024-12-23 08:30:13
Oceanógrafo;18;0;2024-12-23 08:30:13
Garimpeiro;58;0,0001;2024-12-23 08:30:13
Fiscal de Transporte Coletivo;14;0;2024-12-23 08:30:13
Ceramista e Oleiro;45;0,0001;2024-12-23 08:30:13
Antropólogo;12;0;2024-12-23 08:30:13
Pedagogo;2522;0,0054;2024-12-23 08:30:13
Secretário e Datilógrafo;288;0,0006;2024-12-23 08:30:13
Fisioterapeuta e Terapeuta Ocupacional;970;0,0021;2024-12-23 08:30:13
Fiscal;368;0,0008;2024-12-23 08:30:13
Músico;971;0,0021;2024-12-23 08:30:13
Cozinheiro;1560;0,0034;2024-12-23 08:30:13
Torneiro Mecânico;119;0,0003;2024-12-23 08:30:13
Recepcionista;881;0,0019;2024-12-23 08:30:13
Arquivista e Museólogo;11;0;2024-12-23 08:30:13
SECRETÁRIO,ESTENÓGRAFO,DATILÓGRAFO,RECEPCIONISTA,TELEFONISTA,TAQUÍGRAF;386;0,0008;2024-12-23 08:30:13
Técnico de Química;53;0,0001;2024-12-23 08:30:13
Bombeiro e Instalador de Gás, Água, Esgoto e Assemelhados;57;0,0001;2024-12-23 08:30:13
Ferroviário;22;0;2024-12-23 08:30:13
Cobrador de Transporte Coletivo;66;0,0001;2024-12-23 08:30:13
BIÓLOGO E BIOMÉDICO;15;0;2024-12-23 08:30:13
Outros;101431;0,2189;2024-12-23 08:30:13
Servidor Público Municipal;31634;0,0683;2024-12-23 08:30:13
Administrador;8569;0,0185;2024-12-23 08:30:13
Motorista de Veículos de Transporte de Carga;4189;0,009;2024-12-23 08:30:13
Agrônomo;464;0,001;2024-12-23 08:30:13
Engenheiro;2346;0,0051;2024-12-23 08:30:13
Operador de Implemento de Agricultura, Pecuária e Exploração Florestal;719;0,0016;2024-12-23 08:30:13
Veterinário;796;0,0017;2024-12-23 08:30:13
Bombeiro Militar;262;0,0006;2024-12-23 08:30:13
Eletricista e Assemelhados;2001;0,0043;2024-12-23 08:30:13
Encanador, Soldador, Chapeador e Caldeireiro;225;0,0005;2024-12-23 08:30:13
Porteiro de Edifício, Ascensorista, Garagista e Zelador;424;0,0009;2024-12-23 08:30:13
Operador de Computador;79;0,0002;2024-12-23 08:30:13
Embalador, Empacotador e Assemelhados;134;0,0003;2024-12-23 08:30:13
Governanta;13;0;2024-12-23 08:30:13
Trabalhador de Minas e Pedreiras, Sondador e Assemelhados;33;0,0001;2024-12-23 08:30:13
Escritor e Crítico;98;0,0002;2024-12-23 08:30:13
Trabalhador Florestal;45;0,0001;2024-12-23 08:30:13
Geólogo;15;0;2024-12-23 08:30:13
Magistrado;8;0;2024-12-23 08:30:13
Comandante de Embarcações;8;0;2024-12-23 08:30:13
PRESIDENTE DA REPÚBLICA, MINISTRO DE ESTADO, GOVERNADOR E PREFEITO;4;0;2024-12-23 08:30:13
Advogado;10305;0,0222;2024-12-23 08:30:13
Professor de Ensino Médio;5429;0,0117;2024-12-23 08:30:13
Técnico de Laboratório e Raios X;397;0,0009;2024-12-23 08:30:13
Vendedor Pracista, Representante, Caixeiro-Viajante e Assemelhados;2429;0,0052;2024-12-23 08:30:13
Trabalhador Dos Serviços de Contabilidade, de Caixa e Assemelhados;92;0,0002;2024-12-23 08:30:13
Programador de Computador;53;0,0001;2024-12-23 08:30:13
Geógrafo;55;0,0001;2024-12-23 08:30:13
Feirante, Ambulante e Mascate;271;0,0006;2024-12-23 08:30:13
Atendente de Lanchonete e Restaurante;381;0,0008;2024-12-23 08:30:13
Digitador;109;0,0002;2024-12-23 08:30:13
Montador de Estrutura Metálica;149;0,0003;2024-12-23 08:30:13
ENCANADOR,SOLDADOR,CHAPEADOR,CALDEIREIRO,MONTADOR DE ESTRUTURA METÁLIC;78;0,0002;2024-12-23 08:30:13
Cortador, Polidor e Gravador de Pedras;14;0;2024-12-23 08:30:13
Membro do Ministério Público;2;0;2024-12-23 08:30:13
Bacteriologista e Assemelhados;2;0;2024-12-23 08:30:13
Mestre e Contramestre de Embarcação;6;0;2024-12-23 08:30:13
Arqueólogo;2;0;2024-12-23 08:30:13
Mecânico de Manutenção;2701;0,0058;2024-12-23 08:30:13
Despachante;311;0,0007;2024-12-23 08:30:13
Esteticista;449;0,001;2024-12-23 08:30:13
ESCULTOR, PINTOR, ARTISTA PLÁSTICO E ASSEMELHADOS;66;0,0001;2024-12-23 08:30:13
Protético;110;0,0002;2024-12-23 08:30:13
Ministro de Estado;6;0;2024-12-23 08:30:13
Agente de Serviços Funerários e Embalsamador;105;0,0002;2024-12-23 08:30:13
Fonoaudiólogo;79;0,0002;2024-12-23 08:30:13
Trabalhador de Curtimento;2;0;2024-12-23 08:30:13
Vereador;26687;0,0576;2024-12-23 08:30:13
Trabalhador Rural;7040;0,0152;2024-12-23 08:30:13
Decorador;118;0,0003;2024-12-23 08:30:13
Ocupante de Cargo em Comissão;435;0,0009;2024-12-23 08:30:13
CABELEIREIRO, BARBEIRO, MANICURE, MAQUILADOR, ESTETICISTA E MASSAGISTA;816;0,0018;2024-12-23 08:30:13
Auxiliar de Escritório e Assemelhados;3161;0,0068;2024-12-23 08:30:13
Técnico Contabilidade, Estatística, Economia Doméstica e Administração;523;0,0011;2024-12-23 08:30:13
Diretor de Estabelecimento de Ensino;387;0,0008;2024-12-23 08:30:13
Massagista;229;0,0005;2024-12-23 08:30:13
Catador de Recicláveis;175;0,0004;2024-12-23 08:30:13
Geofísico;2;0;2024-12-23 08:30:13
Astrólogo;4;0;2024-12-23 08:30:13
Professor de Ensino Fundamental;10079;0,0218;2024-12-23 08:30:13
Serralheiro;560;0,0012;2024-12-23 08:30:13
Locutor e Comentarista de Rádio e Televisão e Radialista;1112;0,0024;2024-12-23 08:30:13
Farmacêutico;996;0,0021;2024-12-23 08:30:13
Representante Comercial;1160;0,0025;2024-12-23 08:30:13
Chaveiro;69;0,0001;2024-12-23 08:30:13
Trabalhador de Fabricação de Calçados e Artefatos de Couro;80;0,0002;2024-12-23 08:30:13
Coveiro;58;0,0001;2024-12-23 08:30:13
Biomédico;166;0,0004;2024-12-23 08:30:13
Diretor de Empresas;146;0,0003;2024-12-23 08:30:13
Coreógrafo e Bailarino;35;0,0001;2024-12-23 08:30:13
Astrônomo;60;0,0001;2024-12-23 08:30:13
Cientista Político;46;0,0001;2024-12-23 08:30:13
Jornaleiro;13;0;2024-12-23 08:30:13
Não divulgável;45;0,0001;2024-12-23 08:30:13
Produtor Agropecuário;3127;0,0067;2024-12-23 08:30:13
Agente de Saúde e Sanitarista;3157;0,0068;2024-12-23 08:30:13
Odontólogo;1227;0,0026;2024-12-23 08:30:13
Empregado Doméstico;873;0,0019;2024-12-23 08:30:13
Industrial;395;0,0009;2024-12-23 08:30:13
Biólogo;217;0,0005;2024-12-23 08:30:13
Comerciário;1534;0,0033;2024-12-23 08:30:13
Marinheiro Civil, Canoeiro, Embarcado e Assemelhados;108;0,0002;2024-12-23 08:30:13
Lavador de Veículos;139;0,0003;2024-12-23 08:30:13
Telefonista;68;0,0001;2024-12-23 08:30:13
Relações-Públicas;82;0,0002;2024-12-23 08:30:13
Membro das Forças Armadas;96;0,0002;2024-12-23 08:30:13
Técnico de Mineração, Metalurgia e Geologia;61;0,0001;2024-12-23 08:30:13
Bibliotecário;39;0,0001;2024-12-23 08:30:13
Técnico Têxtil;21;0;2024-12-23 08:30:13
Trabalhador de Tratamento de Fumo e de Fabricação de Cigarros/Charutos;3;0;2024-12-23 08:30:13
Motorista de Veículos de Transporte Coletivo de Passageiros;5165;0,0111;2024-12-23 08:30:13
Comerciante;20125;0,0434;2024-12-23 08:30:13
Servidor Público Estadual;4241;0,0092;2024-12-23 08:30:13
Trabalhador de Fabricação de Roupas;221;0,0005;2024-12-23 08:30:13
Motoboy;990;0,0021;2024-12-23 08:30:13
Psicólogo;1052;0,0023;2024-12-23 08:30:13
Professor de Ensino Superior;944;0,002;2024-12-23 08:30:13
Deputado;155;0,0003;2024-12-23 08:30:13
Técnico em Agronomia e Agrimensura;475;0,001;2024-12-23 08:30:13
Fotógrafo e Assemelhados;437;0,0009;2024-12-23 08:30:13
Trabalhador de Fabricação e Preparação de Alimentos e Bebidas;170;0,0004;2024-12-23 08:30:13
Securitário;30;0,0001;2024-12-23 08:30:13
SENADOR, DEPUTADO E VEREADOR;38;0,0001;2024-12-23 08:30:13
Servidor da Justiça Eleitoral;6;0;2024-12-23 08:30:13
BIBLIOTECÁRIO, ARQUIVISTA, MUSEÓLOGO E ARQUEÓLOGO;3;0;2024-12-23 08:30:13
Agricultor;31357;0,0677;2024-12-23 08:30:13
Jornalista e Redator;1407;0,003;2024-12-23 08:30:13
Trabalhador de Construção Civil;3132;0,0068;2024-12-23 08:30:13
Servidor Público Federal;994;0,0021;2024-12-23 08:30:13
Alfaiate e Costureiro;299;0,0006;2024-12-23 08:30:13
Produtor de Espetáculos Públicos;197;0,0004;2024-12-23 08:30:13
Arquiteto;416;0,0009;2024-12-23 08:30:13
Bombeiro Civil;266;0,0006;2024-12-23 08:30:13
Operador de Instalação de Produção de Energia Elétrica e Nuclear;27;0,0001;2024-12-23 08:30:13
Maquinista e Foguista de Embarcações e Assemelhados;35;0,0001;2024-12-23 08:30:13
Terapeuta;358;0,0008;2024-12-23 08:30:13
Operador de Equipamento Médico e Odontológico;13;0;2024-12-23 08:30:13
Relojoeiro e Montador de Instrumento de Precisão;14;0;2024-12-23 08:30:13
Ator e Diretor de Espetáculos Públicos;93;0,0002;2024-12-23 08:30:13
Trabalhador de Usinagem de Metais;32;0,0001;2024-12-23 08:30:13
ESTIVADOR, CARREGADOR, EMBALADOR E ASSEMELHADOS;25;0,0001;2024-12-23 08:30:13
Piloto de Aviação Comercial, Navegador, Mecânico de Vôo e Assemelhados;25;0,0001;2024-12-23 08:30:13
Chapeleiro;5;0;2024-12-23 08:30:13
Demonstrador;9;0;2024-12-23 08:30:13
Fiandeiro, Tecelão, Tingidor e Assemelhados;14;0;2024-12-23 08:30:13
Estatístico;3;0;2024-12-23 08:30:13
