Ocupação;Quantitativo;Porcentagem;Data de carga
Bombeiro Militar;222;0,0006;2023-03-01 15:39:11
Bombeiro e Instalador de Gás, Água, Esgoto e Assemelhados;106;0,0003;2023-03-01 15:39:11
Cabeleireiro e Barbeiro;2659;0,007;2023-03-01 15:39:11
Cantor e Compositor;366;0,001;2023-03-01 15:39:11
Capitalista de Ativos Financeiros;5;0;2023-03-01 15:39:11
Carpinteiro, Marceneiro e Assemelhados;1484;0,0039;2023-03-01 15:39:11
Carvoeiro;39;0,0001;2023-03-01 15:39:11
Catador de Recicláveis;62;0,0002;2023-03-01 15:39:11
Ceramista e Oleiro;95;0,0002;2023-03-01 15:39:11
Chapeleiro;8;0;2023-03-01 15:39:11
Chaveiro;54;0,0001;2023-03-01 15:39:11
Cientista Político;27;0,0001;2023-03-01 15:39:11
Cobrador de Transporte Coletivo;202;0,0005;2023-03-01 15:39:11
Comandante de Embarcações;21;0,0001;2023-03-01 15:39:11
Comerciante;35655;0,0935;2023-03-01 15:39:11
Comerciário;3372;0,0088;2023-03-01 15:39:11
Comissário de Bordo;2;0;2023-03-01 15:39:11
Comunicólogo;92;0,0002;2023-03-01 15:39:11
Contador;1817;0,0048;2023-03-01 15:39:11
Controlador de Tráfego Aéreo;6;0;2023-03-01 15:39:11
Coreógrafo e Bailarino;16;0;2023-03-01 15:39:11
Corretor de Imóveis, Seguros, Títulos e Valores;1453;0,0038;2023-03-01 15:39:11
Cortador, Polidor e Gravador de Pedras;16;0;2023-03-01 15:39:11
Coveiro;36;0,0001;2023-03-01 15:39:11
Cozinheiro;475;0,0012;2023-03-01 15:39:11
Decorador;60;0,0002;2023-03-01 15:39:11
Demonstrador;8;0;2023-03-01 15:39:11
Deputado;209;0,0005;2023-03-01 15:39:11
Desenhista;198;0,0005;2023-03-01 15:39:11
Despachante;363;0,001;2023-03-01 15:39:11
Detetive Particular;26;0,0001;2023-03-01 15:39:11
Digitador;223;0,0006;2023-03-01 15:39:11
Diplomata;2;0;2023-03-01 15:39:11
Diretor de Empresas;195;0,0005;2023-03-01 15:39:11
Diretor de Estabelecimento de Ensino;497;0,0013;2023-03-01 15:39:11
Dona de Casa;9777;0,0256;2023-03-01 15:39:11
Economista;444;0,0012;2023-03-01 15:39:11
Economista Doméstico;10;0;2023-03-01 15:39:11
Eletricista e Assemelhados;2084;0,0055;2023-03-01 15:39:11
Embalador, Empacotador e Assemelhados;66;0,0002;2023-03-01 15:39:11
Empregado Doméstico;355;0,0009;2023-03-01 15:39:11
Empresário;12906;0,0338;2023-03-01 15:39:11
Encanador, Soldador, Chapeador e Caldeireiro;274;0,0007;2023-03-01 15:39:11
Enfermeiro;1972;0,0052;2023-03-01 15:39:11
Engenheiro;1736;0,0046;2023-03-01 15:39:11
Engraxate;6;0;2023-03-01 15:39:11
Escritor e Crítico;63;0,0002;2023-03-01 15:39:11
Escultor e Pintor;74;0,0002;2023-03-01 15:39:11
Estatístico;5;0;2023-03-01 15:39:11
Esteticista;121;0,0003;2023-03-01 15:39:11
Estivador, Carregador e Assemelhados;96;0,0003;2023-03-01 15:39:11
Estofador;53;0,0001;2023-03-01 15:39:11
Estudante, Bolsista, Estagiário e Assemelhados;6639;0,0174;2023-03-01 15:39:11
Farmacêutico;507;0,0013;2023-03-01 15:39:11
Faxineiro;282;0,0007;2023-03-01 15:39:11
Feirante, Ambulante e Mascate;207;0,0005;2023-03-01 15:39:11
Ferroviário;63;0,0002;2023-03-01 15:39:11
Fiandeiro, Tecelão, Tingidor e Assemelhados;13;0;2023-03-01 15:39:11
Fiscal;700;0,0018;2023-03-01 15:39:11
Fiscal de Transporte Coletivo;48;0,0001;2023-03-01 15:39:11
Fisioterapeuta e Terapeuta Ocupacional;353;0,0009;2023-03-01 15:39:11
Fonoaudiólogo;45;0,0001;2023-03-01 15:39:11
Fotógrafo e Assemelhados;529;0,0014;2023-03-01 15:39:11
Frentista;533;0,0014;2023-03-01 15:39:11
Funileiro;237;0,0006;2023-03-01 15:39:11
Físico;6;0;2023-03-01 15:39:11
Gari ou Lixeiro;203;0,0005;2023-03-01 15:39:11
Garimpeiro;108;0,0003;2023-03-01 15:39:11
Garçom;349;0,0009;2023-03-01 15:39:11
Geofísico;2;0;2023-03-01 15:39:11
Gerente;1638;0,0043;2023-03-01 15:39:11
Geógrafo;51;0,0001;2023-03-01 15:39:11
Geólogo;28;0,0001;2023-03-01 15:39:11
Governanta;11;0;2023-03-01 15:39:11
Guardador de Veículos;11;0;2023-03-01 15:39:11
Guia de Turismo;69;0,0002;2023-03-01 15:39:11
Historiador;49;0,0001;2023-03-01 15:39:11
Industrial;953;0,0025;2023-03-01 15:39:11
Jardineiro;207;0,0005;2023-03-01 15:39:11
Joalheiro e Ourives;14;0;2023-03-01 15:39:11
Jornaleiro;45;0,0001;2023-03-01 15:39:11
Jornalista e Redator;826;0,0022;2023-03-01 15:39:11
Lanterneiro e Pintor de Veículos;153;0,0004;2023-03-01 15:39:11
Lavador de Veículos;86;0,0002;2023-03-01 15:39:11
Lavandeiro, Tintureiro e Assemelhados;41;0,0001;2023-03-01 15:39:11
Leiloeiro, Avaliador e Assemelhados;18;0;2023-03-01 15:39:11
Leiturista;62;0,0002;2023-03-01 15:39:11
Locutor e Comentarista de Rádio e Televisão e Radialista;1558;0,0041;2023-03-01 15:39:11
Magistrado;19;0;2023-03-01 15:39:11
Manicure e Maquilador;188;0,0005;2023-03-01 15:39:11
Maquinista e Foguista de Embarcações e Assemelhados;26;0,0001;2023-03-01 15:39:11
Marinheiro Civil, Canoeiro, Embarcado e Assemelhados;112;0,0003;2023-03-01 15:39:11
Massagista;83;0,0002;2023-03-01 15:39:11
Matemático e Atuário;24;0,0001;2023-03-01 15:39:11
Mecânico de Manutenção;2873;0,0075;2023-03-01 15:39:11
Membro das Forças Armadas;183;0,0005;2023-03-01 15:39:11
Membro do Ministério Público;6;0;2023-03-01 15:39:11
Mestre e Contramestre de Embarcação;19;0;2023-03-01 15:39:11
Meteorologista;2;0;2023-03-01 15:39:11
Militar Reformado;1198;0,0031;2023-03-01 15:39:11
Ministro de Estado;7;0;2023-03-01 15:39:11
Modelo;12;0;2023-03-01 15:39:11
Montador de Estrutura Metálica;117;0,0003;2023-03-01 15:39:11
Montador de Máquinas;59;0,0002;2023-03-01 15:39:11
Motoboy;571;0,0015;2023-03-01 15:39:11
Motorista Particular;4105;0,0108;2023-03-01 15:39:11
Motorista de Veículos de Transporte Coletivo de Passageiros;6652;0,0174;2023-03-01 15:39:11
Motorista de Veículos de Transporte de Carga;5106;0,0134;2023-03-01 15:39:11
Médico;4090;0,0107;2023-03-01 15:39:11
Músico;846;0,0022;2023-03-01 15:39:11
Nutricionista e Assemelhados;77;0,0002;2023-03-01 15:39:11
Oceanógrafo;7;0;2023-03-01 15:39:11
Ocupante de Cargo em Comissão;463;0,0012;2023-03-01 15:39:11
Odontólogo;1323;0,0035;2023-03-01 15:39:11
Office-Boy e Contínuo;68;0,0002;2023-03-01 15:39:11
Operador de Aparelhos de Produção Industrial;815;0,0021;2023-03-01 15:39:11
Operador de Computador;94;0,0002;2023-03-01 15:39:11
Operador de Equipamento Médico e Odontológico;26;0,0001;2023-03-01 15:39:11
Operador de Equipamento de Rádio, Televisão, Som e Cinema;124;0,0003;2023-03-01 15:39:11
Operador de Implemento de Agricultura, Pecuária e Exploração Florestal;561;0,0015;2023-03-01 15:39:11
Operador de Instalação de Produção de Energia Elétrica e Nuclear;72;0,0002;2023-03-01 15:39:11
Outros;39849;0,1045;2023-03-01 15:39:11
Padeiro, Confeiteiro e Assemelhados;701;0,0018;2023-03-01 15:39:11
Paramédico;7;0;2023-03-01 15:39:11
Pecuarista;2713;0,0071;2023-03-01 15:39:11
Pedagogo;1478;0,0039;2023-03-01 15:39:11
Pescador;1668;0,0044;2023-03-01 15:39:11
Petroleiro;36;0,0001;2023-03-01 15:39:11
Piloto de Aviação Comercial, Navegador, Mecânico de Vôo e Assemelhados;23;0,0001;2023-03-01 15:39:11
Policial Civil;1107;0,0029;2023-03-01 15:39:11
Policial Militar;3048;0,008;2023-03-01 15:39:11
Porteiro de Edifício, Ascensorista, Garagista e Zelador;297;0,0008;2023-03-01 15:39:11
Prefeito;2101;0,0055;2023-03-01 15:39:11
Presidente da República;2;0;2023-03-01 15:39:11
Produtor Agropecuário;2871;0,0075;2023-03-01 15:39:11
Produtor de Espetáculos Públicos;225;0,0006;2023-03-01 15:39:11
Professor de Ensino Fundamental;11574;0,0304;2023-03-01 15:39:11
Professor de Ensino Médio;11150;0,0292;2023-03-01 15:39:11
Professor de Ensino Superior;1416;0,0037;2023-03-01 15:39:11
Professor e Instrutor de Formação Profissional;657;0,0017;2023-03-01 15:39:11
Programador de Computador;46;0,0001;2023-03-01 15:39:11
Protético;285;0,0007;2023-03-01 15:39:11
Psicólogo;382;0,001;2023-03-01 15:39:11
Publicitário;450;0,0012;2023-03-01 15:39:11
Químico;107;0,0003;2023-03-01 15:39:11
Recepcionista;469;0,0012;2023-03-01 15:39:11
Relações-Públicas;108;0,0003;2023-03-01 15:39:11
Relojoeiro e Montador de Instrumento de Precisão;40;0,0001;2023-03-01 15:39:11
Representante Comercial;1636;0,0043;2023-03-01 15:39:11
Sacerdote ou Membro de Ordem ou Seita Religiosa;607;0,0016;2023-03-01 15:39:11
Salva-Vidas;18;0;2023-03-01 15:39:11
Secretário e Datilógrafo;980;0,0026;2023-03-01 15:39:11
Securitário;58;0,0002;2023-03-01 15:39:11
Senador;4;0;2023-03-01 15:39:11
Serralheiro;530;0,0014;2023-03-01 15:39:11
Serventuário de Justiça;454;0,0012;2023-03-01 15:39:11
Servidor Público Civil Aposentado;1370;0,0036;2023-03-01 15:39:11
Servidor Público Estadual;7791;0,0204;2023-03-01 15:39:11
Servidor Público Federal;2504;0,0066;2023-03-01 15:39:11
Servidor Público Municipal;25278;0,0663;2023-03-01 15:39:11
Servidor da Justiça Eleitoral;8;0;2023-03-01 15:39:11
Sociólogo;104;0,0003;2023-03-01 15:39:11
Supervisor, Inspetor e Agente de Compras e Vendas;379;0,001;2023-03-01 15:39:11
Tabelião;131;0,0003;2023-03-01 15:39:11
Tapeceiro;82;0,0002;2023-03-01 15:39:11
Taquígrafo e Estenógrafo;1;0;2023-03-01 15:39:11
Taxista;1081;0,0028;2023-03-01 15:39:11
Telefonista;161;0,0004;2023-03-01 15:39:11
Terapeuta;60;0,0002;2023-03-01 15:39:11
Torneiro Mecânico;231;0,0006;2023-03-01 15:39:11
Trabalhador Dos Serviços de Contabilidade, de Caixa e Assemelhados;36;0,0001;2023-03-01 15:39:11
Trabalhador Florestal;98;0,0003;2023-03-01 15:39:11
Trabalhador Metalúrgico e Siderúrgico;347;0,0009;2023-03-01 15:39:11
Trabalhador Rural;8457;0,0222;2023-03-01 15:39:11
Trabalhador de Artes Gráficas;73;0,0002;2023-03-01 15:39:11
Trabalhador de Construção Civil;3041;0,008;2023-03-01 15:39:11
Trabalhador de Curtimento;21;0,0001;2023-03-01 15:39:11
Trabalhador de Fabricação de Calçados e Artefatos de Couro;182;0,0005;2023-03-01 15:39:11
Trabalhador de Fabricação de Papel e Papelão;36;0,0001;2023-03-01 15:39:11
Trabalhador de Fabricação de Produtos Têxteis (Exceto Roupas);69;0,0002;2023-03-01 15:39:11
Trabalhador de Fabricação de Produtos de Borracha e Plástico;31;0,0001;2023-03-01 15:39:11
Trabalhador de Fabricação de Roupas;157;0,0004;2023-03-01 15:39:11
Trabalhador de Fabricação e Preparação de Alimentos e Bebidas;133;0,0003;2023-03-01 15:39:11
Trabalhador de Fabricação, Vulcanização e Reparação de Pneumáticos;11;0;2023-03-01 15:39:11
Trabalhador de Hotelaria;36;0,0001;2023-03-01 15:39:11
Trabalhador de Minas e Pedreiras, Sondador e Assemelhados;69;0,0002;2023-03-01 15:39:11
Trabalhador de Tratamento de Fumo e de Fabricação de Cigarros/Charutos;8;0;2023-03-01 15:39:11
Trabalhador de Usinagem de Metais;60;0,0002;2023-03-01 15:39:11
Trabalhador em Atividade de Processamento Químico;33;0,0001;2023-03-01 15:39:11
Tradutor, Intérprete e Filólogo;11;0;2023-03-01 15:39:11
Técnico Contabilidade, Estatística, Economia Doméstica e Administração;1539;0,004;2023-03-01 15:39:11
Técnico Têxtil;22;0,0001;2023-03-01 15:39:11
Técnico de Biologia;19;0;2023-03-01 15:39:11
Técnico de Eletricidade, Eletrônica e Telecomunicações;903;0,0024;2023-03-01 15:39:11
Técnico de Enfermagem e Assemelhados (Exceto Enfermeiro);2465;0,0065;2023-03-01 15:39:11
Técnico de Laboratório e Raios X;387;0,001;2023-03-01 15:39:11
Técnico de Mecânica;201;0,0005;2023-03-01 15:39:11
Técnico de Mineração, Metalurgia e Geologia;78;0,0002;2023-03-01 15:39:11
Técnico de Obras Civis, Estradas, Saneamento e Assemelhados;245;0,0006;2023-03-01 15:39:11
Técnico de Química;108;0,0003;2023-03-01 15:39:11
Técnico em Agronomia e Agrimensura;1092;0,0029;2023-03-01 15:39:11
Técnico em Edificações;135;0,0004;2023-03-01 15:39:11
Técnico em Informática;380;0,001;2023-03-01 15:39:11
Vendedor Pracista, Representante, Caixeiro-Viajante e Assemelhados;2231;0,0059;2023-03-01 15:39:11
Vendedor de Comércio Varejista e Atacadista;3518;0,0092;2023-03-01 15:39:11
Vereador;19066;0,05;2023-03-01 15:39:11
Veterinário;473;0,0012;2023-03-01 15:39:11
Vigilante;2941;0,0077;2023-03-01 15:39:11
Zootecnista;85;0,0002;2023-03-01 15:39:11
