Ocupação;Quantitativo;Porcentagem;Ano
Técnico em Agronomia e Agrimensura;19;0,0007;2018
Técnico em Edificações;11;0,0004;2018
Técnico em Informática;24;0,0008;2018
Vendedor Pracista, Representante, Caixeiro-Viajante e Assemelhados;209;0,0072;2018
Vendedor de Comércio Varejista e Atacadista;156;0,0054;2018
Vereador;960;0,0329;2018
Veterinário;52;0,0018;2018
Vigilante;176;0,006;2018
Zootecnista;7;0,0002;2018
AGENTE DE VIAGEM E GUIA DE TURISMO;1;0;2022
Administrador;942;0,0322;2022
Advogado;2103;0,0719;2022
Agenciador de Propaganda;8;0,0003;2022
Agente Administrativo;169;0,0058;2022
Agente Postal;10;0,0003;2022
Agente de Saúde e Sanitarista;60;0,0021;2022
Agente de Serviços Funerários e Embalsamador;3;0,0001;2022
Agente de Viagem;8;0,0003;2022
Agricultor;299;0,0102;2022
Agrônomo;37;0,0013;2022
Alfaiate e Costureiro;7;0,0002;2022
Almoxarife;10;0,0003;2022
Analista de Sistemas;52;0,0018;2022
Antropólogo;2;0,0001;2022
Aposentado (Exceto Servidor Público);853;0,0292;2022
Arqueólogo;1;0;2022
Arquiteto;50;0,0017;2022
Artesão;37;0,0013;2022
Artista Plástico e Assemelhados;21;0,0007;2022
Artista de Circo;3;0,0001;2022
Assistente Social;193;0,0066;2022
Astrônomo;4;0,0001;2022
Atendente de Lanchonete e Restaurante;3;0,0001;2022
Atleta Profissional e Técnico em Desportos;26;0,0009;2022
Ator e Diretor de Espetáculos Públicos;44;0,0015;2022
Auxiliar de Escritório e Assemelhados;158;0,0054;2022
Auxiliar de Laboratório;6;0,0002;2022
Bacteriologista e Assemelhados;1;0;2022
Bancário e Economiário;70;0,0024;2022
Bibliotecário;3;0,0001;2022
Biomédico;15;0,0005;2022
Biólogo;24;0,0008;2022
Bombeiro Civil;21;0,0007;2022
Bombeiro Militar;123;0,0042;2022
Bombeiro e Instalador de Gás, Água, Esgoto e Assemelhados;2;0,0001;2022
CABELEIREIRO, BARBEIRO, MANICURE, MAQUILADOR, ESTETICISTA E MASSAGISTA;28;0,001;2022
Cabeleireiro e Barbeiro;135;0,0046;2022
Cantor e Compositor;106;0,0036;2022
Capitalista de Ativos Financeiros;1;0;2022
Carpinteiro, Marceneiro e Assemelhados;9;0,0003;2022
Catador de Recicláveis;10;0,0003;2022
Chaveiro;4;0,0001;2022
Cientista Político;27;0,0009;2022
Cobrador de Transporte Coletivo;13;0,0004;2022
Comandante de Embarcações;1;0;2022
Comerciante;860;0,0294;2022
Comerciário;59;0,002;2022
Comissário de Bordo;5;0,0002;2022
Comunicólogo;28;0,001;2022
Contador;168;0,0057;2022
Controlador de Tráfego Aéreo;1;0;2022
Coreógrafo e Bailarino;1;0;2022
Corretor de Imóveis, Seguros, Títulos e Valores;271;0,0093;2022
Cozinheiro;44;0,0015;2022
Decorador;7;0,0002;2022
Demonstrador;2;0,0001;2022
Deputado;1090;0,0372;2022
Desenhista;8;0,0003;2022
Despachante;19;0,0006;2022
Detetive Particular;1;0;2022
Digitador;6;0,0002;2022
Diplomata;2;0,0001;2022
Diretor de Empresas;36;0,0012;2022
Diretor de Estabelecimento de Ensino;13;0,0004;2022
Dona de Casa;338;0,0116;2022
ESTIVADOR, CARREGADOR, EMBALADOR E ASSEMELHADOS;1;0;2022
Economista;111;0,0038;2022
Economista Doméstico;1;0;2022
Eletricista e Assemelhados;51;0,0017;2022
Embalador, Empacotador e Assemelhados;2;0,0001;2022
Empregado Doméstico;17;0,0006;2022
Empresário;3723;0,1272;2022
Encanador, Soldador, Chapeador e Caldeireiro;4;0,0001;2022
Enfermeiro;244;0,0083;2022
Engenheiro;356;0,0122;2022
Engraxate;2;0,0001;2022
Escritor e Crítico;22;0,0008;2022
Escultor e Pintor;2;0,0001;2022
Esteticista;30;0,001;2022
Estofador;1;0;2022
Estudante, Bolsista, Estagiário e Assemelhados;380;0,013;2022
Farmacêutico;66;0,0023;2022
Faxineiro;7;0,0002;2022
Feirante, Ambulante e Mascate;21;0,0007;2022
Ferroviário;2;0,0001;2022
Fiscal;17;0,0006;2022
Fiscal de Transporte Coletivo;1;0;2022
Fisioterapeuta e Terapeuta Ocupacional;71;0,0024;2022
Fonoaudiólogo;18;0,0006;2022
Fotógrafo e Assemelhados;36;0,0012;2022
Frentista;9;0,0003;2022
Funileiro;1;0;2022
Físico;2;0,0001;2022
Gari ou Lixeiro;27;0,0009;2022
Garimpeiro;2;0,0001;2022
Garçom;16;0,0005;2022
Gerente;103;0,0035;2022
Geógrafo;12;0,0004;2022
Geólogo;4;0,0001;2022
Governador;14;0,0005;2022
Guia de Turismo;16;0,0005;2022
Historiador;20;0,0007;2022
Industrial;15;0,0005;2022
Jardineiro;8;0,0003;2022
Jornaleiro;5;0,0002;2022
Jornalista e Redator;459;0,0157;2022
Lanterneiro e Pintor de Veículos;6;0,0002;2022
Lavador de Veículos;1;0;2022
Leiloeiro, Avaliador e Assemelhados;2;0,0001;2022
Locutor e Comentarista de Rádio e Televisão e Radialista;124;0,0042;2022
Magistrado;2;0,0001;2022
Manicure e Maquilador;14;0,0005;2022
Maquinista e Foguista de Embarcações e Assemelhados;2;0,0001;2022
Marinheiro Civil, Canoeiro, Embarcado e Assemelhados;4;0,0001;2022
Massagista;9;0,0003;2022
Mecânico de Manutenção;56;0,0019;2022
Membro das Forças Armadas;63;0,0022;2022
Membro do Ministério Público;3;0,0001;2022
Militar Reformado;255;0,0087;2022
Ministro de Estado;3;0,0001;2022
Modelo;1;0;2022
Montador de Máquinas;1;0;2022
Motoboy;32;0,0011;2022
Motorista Particular;199;0,0068;2022
Motorista de Veículos de Transporte Coletivo de Passageiros;99;0,0034;2022
Motorista de Veículos de Transporte de Carga;79;0,0027;2022
Médico;701;0,024;2022
Músico;120;0,0041;2022
Nutricionista e Assemelhados;31;0,0011;2022
Oceanógrafo;2;0,0001;2022
Ocupante de Cargo em Comissão;23;0,0008;2022
Odontólogo;142;0,0049;2022
Operador de Aparelhos de Produção Industrial;14;0,0005;2022
Operador de Equipamento de Rádio, Televisão, Som e Cinema;5;0,0002;2022
Operador de Implemento de Agricultura, Pecuária e Exploração Florestal;3;0,0001;2022
Operador de Instalação de Produção de Energia Elétrica e Nuclear;3;0,0001;2022
PORTEIRO DE EDIFÍCIO, ASCENSORISTA, GARAGISTA, FAXINEIRO E ZELADOR;3;0,0001;2022
PROFESSOR DE ENSINO DE PRIMEIRO E SEGUNDO GRAUS;82;0,0028;2022
Padeiro, Confeiteiro e Assemelhados;19;0,0006;2022
Pecuarista;69;0,0024;2022
Pedagogo;181;0,0062;2022
Pescador;27;0,0009;2022
Petroleiro;3;0,0001;2022
Piloto de Aviação Comercial, Navegador, Mecânico de Vôo e Assemelhados;4;0,0001;2022
Policial Civil;186;0,0064;2022
Policial Militar;835;0,0285;2022
Porteiro de Edifício, Ascensorista, Garagista e Zelador;29;0,001;2022
Prefeito;1;0;2022
Presidente da República;1;0;2022
Produtor Agropecuário;108;0,0037;2022
Produtor de Espetáculos Públicos;39;0,0013;2022
Professor de Ensino Fundamental;345;0,0118;2022
Professor de Ensino Médio;495;0,0169;2022
Professor de Ensino Superior;336;0,0115;2022
Professor e Instrutor de Formação Profissional;125;0,0043;2022
Programador de Computador;11;0,0004;2022
Protético;4;0,0001;2022
Psicólogo;115;0,0039;2022
Publicitário;88;0,003;2022
Químico;7;0,0002;2022
Recepcionista;23;0,0008;2022
Relações-Públicas;17;0,0006;2022
Relojoeiro e Montador de Instrumento de Precisão;1;0;2022
Representante Comercial;108;0,0037;2022
SECRETÁRIO,ESTENÓGRAFO,DATILÓGRAFO,RECEPCIONISTA,TELEFONISTA,TAQUÍGRAF;29;0,001;2022
SENADOR, DEPUTADO E VEREADOR;11;0,0004;2022
Sacerdote ou Membro de Ordem ou Seita Religiosa;116;0,004;2022
Salva-Vidas;1;0;2022
Secretário e Datilógrafo;30;0,001;2022
Securitário;1;0;2022
Senador;31;0,0011;2022
Serralheiro;8;0,0003;2022
Serventuário de Justiça;16;0,0005;2022
Servidor Público Civil Aposentado;148;0,0051;2022
Servidor Público Estadual;764;0,0261;2022
Servidor Público Federal;343;0,0117;2022
Servidor Público Municipal;517;0,0177;2022
Sociólogo;40;0,0014;2022
Supervisor, Inspetor e Agente de Compras e Vendas;30;0,001;2022
TAXISTA E MOTORISTA PARTICULAR;4;0,0001;2022
Tabelião;4;0,0001;2022
Tapeceiro;4;0,0001;2022
Taxista;60;0,0021;2022
Telefonista;8;0,0003;2022
Terapeuta;34;0,0012;2022
Torneiro Mecânico;5;0,0002;2022
Trabalhador Dos Serviços de Contabilidade, de Caixa e Assemelhados;2;0,0001;2022
Trabalhador Florestal;1;0;2022
Trabalhador Metalúrgico e Siderúrgico;11;0,0004;2022
Trabalhador Rural;30;0,001;2022
Trabalhador de Artes Gráficas;4;0,0001;2022
Trabalhador de Construção Civil;34;0,0012;2022
Trabalhador de Fabricação de Roupas;5;0,0002;2022
Trabalhador de Hotelaria;1;0;2022
Trabalhador de Minas e Pedreiras, Sondador e Assemelhados;1;0;2022
Trabalhador de Usinagem de Metais;1;0;2022
Tradutor, Intérprete e Filólogo;2;0,0001;2022
Técnico Contabilidade, Estatística, Economia Doméstica e Administração;48;0,0016;2022
Técnico Têxtil;1;0;2022
Técnico de Eletricidade, Eletrônica e Telecomunicações;30;0,001;2022
Técnico de Enfermagem e Assemelhados (Exceto Enfermeiro);174;0,0059;2022
Técnico de Laboratório e Raios X;27;0,0009;2022
Técnico de Mecânica;13;0,0004;2022
Técnico de Mineração, Metalurgia e Geologia;6;0,0002;2022
Técnico de Obras Civis, Estradas, Saneamento e Assemelhados;17;0,0006;2022
Técnico de Química;4;0,0001;2022
Técnico em Agronomia e Agrimensura;17;0,0006;2022
Técnico em Edificações;6;0,0002;2022
Técnico em Informática;28;0,001;2022
Vendedor Pracista, Representante, Caixeiro-Viajante e Assemelhados;95;0,0032;2022
Vendedor de Comércio Varejista e Atacadista;155;0,0053;2022
Vereador;1105;0,0378;2022
Veterinário;57;0,0019;2022
Vigilante;149;0,0051;2022
Zootecnista;4;0,0001;2022
