Ocupação;Quantitativo;Porcentagem;Data de carga
Jornalista e Redator;345;0,0118;2024-11-13 10:55:17
Lanterneiro e Pintor de Veículos;2;0,0001;2024-11-13 10:55:17
Lavador de Veículos;1;0;2024-11-13 10:55:17
Leiturista;2;0,0001;2024-11-13 10:55:17
Locutor e Comentarista de Rádio e Televisão e Radialista;113;0,0039;2024-11-13 10:55:17
Magistrado;8;0,0003;2024-11-13 10:55:17
Manicure e Maquilador;14;0,0005;2024-11-13 10:55:17
Marinheiro Civil, Canoeiro, Embarcado e Assemelhados;5;0,0002;2024-11-13 10:55:17
Massagista;8;0,0003;2024-11-13 10:55:17
Matemático e Atuário;2;0,0001;2024-11-13 10:55:17
Mecânico de Manutenção;60;0,0021;2024-11-13 10:55:17
Membro das Forças Armadas;91;0,0031;2024-11-13 10:55:17
Membro do Ministério Público;4;0,0001;2024-11-13 10:55:17
Militar Reformado;215;0,0074;2024-11-13 10:55:17
Ministro de Estado;3;0,0001;2024-11-13 10:55:17
Modelo;8;0,0003;2024-11-13 10:55:17
Montador de Estrutura Metálica;6;0,0002;2024-11-13 10:55:17
Montador de Máquinas;3;0,0001;2024-11-13 10:55:17
Motoboy;28;0,001;2024-11-13 10:55:17
Motorista Particular;176;0,006;2024-11-13 10:55:17
Motorista de Veículos de Transporte Coletivo de Passageiros;118;0,004;2024-11-13 10:55:17
Motorista de Veículos de Transporte de Carga;63;0,0022;2024-11-13 10:55:17
Médico;677;0,0232;2024-11-13 10:55:17
Músico;93;0,0032;2024-11-13 10:55:17
Nutricionista e Assemelhados;29;0,001;2024-11-13 10:55:17
Não divulgável;69;0,0024;2024-11-13 10:55:17
Oceanógrafo;9;0,0003;2024-11-13 10:55:17
Ocupante de Cargo em Comissão;19;0,0007;2024-11-13 10:55:17
Odontólogo;97;0,0033;2024-11-13 10:55:17
Office-Boy e Contínuo;1;0;2024-11-13 10:55:17
Operador de Aparelhos de Produção Industrial;14;0,0005;2024-11-13 10:55:17
Operador de Computador;7;0,0002;2024-11-13 10:55:17
Operador de Equipamento Médico e Odontológico;2;0,0001;2024-11-13 10:55:17
Operador de Equipamento de Rádio, Televisão, Som e Cinema;7;0,0002;2024-11-13 10:55:17
Operador de Implemento de Agricultura, Pecuária e Exploração Florestal;5;0,0002;2024-11-13 10:55:17
Operador de Instalação de Produção de Energia Elétrica e Nuclear;4;0,0001;2024-11-13 10:55:17
Outros;5684;0,195;2024-11-13 10:55:17
Padeiro, Confeiteiro e Assemelhados;17;0,0006;2024-11-13 10:55:17
Paramédico;1;0;2024-11-13 10:55:17
Pecuarista;60;0,0021;2024-11-13 10:55:17
Pedagogo;184;0,0063;2024-11-13 10:55:17
Pescador;29;0,001;2024-11-13 10:55:17
Petroleiro;8;0,0003;2024-11-13 10:55:17
Piloto de Aviação Comercial, Navegador, Mecânico de Vôo e Assemelhados;7;0,0002;2024-11-13 10:55:17
Policial Civil;186;0,0064;2024-11-13 10:55:17
Policial Militar;603;0,0207;2024-11-13 10:55:17
Porteiro de Edifício, Ascensorista, Garagista e Zelador;29;0,001;2024-11-13 10:55:17
Prefeito;7;0,0002;2024-11-13 10:55:17
Produtor Agropecuário;70;0,0024;2024-11-13 10:55:17
Produtor de Espetáculos Públicos;37;0,0013;2024-11-13 10:55:17
Professor de Ensino Fundamental;440;0,0151;2024-11-13 10:55:17
Professor de Ensino Médio;771;0,0264;2024-11-13 10:55:17
Professor de Ensino Superior;429;0,0147;2024-11-13 10:55:17
Professor e Instrutor de Formação Profissional;121;0,0042;2024-11-13 10:55:17
Programador de Computador;8;0,0003;2024-11-13 10:55:17
Protético;1;0;2024-11-13 10:55:17
Psicólogo;103;0,0035;2024-11-13 10:55:17
Publicitário;84;0,0029;2024-11-13 10:55:17
Químico;13;0,0004;2024-11-13 10:55:17
Recepcionista;40;0,0014;2024-11-13 10:55:17
Relações-Públicas;15;0,0005;2024-11-13 10:55:17
Relojoeiro e Montador de Instrumento de Precisão;1;0;2024-11-13 10:55:17
Representante Comercial;132;0,0045;2024-11-13 10:55:17
Sacerdote ou Membro de Ordem ou Seita Religiosa;120;0,0041;2024-11-13 10:55:17
Salva-Vidas;1;0;2024-11-13 10:55:17
Secretário e Datilógrafo;91;0,0031;2024-11-13 10:55:17
Securitário;1;0;2024-11-13 10:55:17
Senador;51;0,0017;2024-11-13 10:55:17
Serralheiro;13;0,0004;2024-11-13 10:55:17
Serventuário de Justiça;13;0,0004;2024-11-13 10:55:17
Servidor Público Civil Aposentado;163;0,0056;2024-11-13 10:55:17
Servidor Público Estadual;719;0,0247;2024-11-13 10:55:17
Servidor Público Federal;456;0,0156;2024-11-13 10:55:17
Servidor Público Municipal;484;0,0166;2024-11-13 10:55:17
Sociólogo;43;0,0015;2024-11-13 10:55:17
Supervisor, Inspetor e Agente de Compras e Vendas;33;0,0011;2024-11-13 10:55:17
Tabelião;4;0,0001;2024-11-13 10:55:17
Tapeceiro;1;0;2024-11-13 10:55:17
Taxista;77;0,0026;2024-11-13 10:55:17
Telefonista;16;0,0005;2024-11-13 10:55:17
Terapeuta;13;0,0004;2024-11-13 10:55:17
Torneiro Mecânico;6;0,0002;2024-11-13 10:55:17
Trabalhador Dos Serviços de Contabilidade, de Caixa e Assemelhados;6;0,0002;2024-11-13 10:55:17
Trabalhador Florestal;3;0,0001;2024-11-13 10:55:17
Trabalhador Metalúrgico e Siderúrgico;19;0,0007;2024-11-13 10:55:17
Trabalhador Rural;41;0,0014;2024-11-13 10:55:17
Trabalhador de Artes Gráficas;2;0,0001;2024-11-13 10:55:17
Trabalhador de Construção Civil;53;0,0018;2024-11-13 10:55:17
Trabalhador de Fabricação de Produtos Têxteis (Exceto Roupas);2;0,0001;2024-11-13 10:55:17
Trabalhador de Fabricação de Produtos de Borracha e Plástico;1;0;2024-11-13 10:55:17
Trabalhador de Fabricação de Roupas;3;0,0001;2024-11-13 10:55:17
Trabalhador de Fabricação, Vulcanização e Reparação de Pneumáticos;1;0;2024-11-13 10:55:17
Trabalhador de Hotelaria;2;0,0001;2024-11-13 10:55:17
Trabalhador de Usinagem de Metais;2;0,0001;2024-11-13 10:55:17
Tradutor, Intérprete e Filólogo;6;0,0002;2024-11-13 10:55:17
Técnico Contabilidade, Estatística, Economia Doméstica e Administração;62;0,0021;2024-11-13 10:55:17
Técnico de Biologia;3;0,0001;2024-11-13 10:55:17
Técnico de Eletricidade, Eletrônica e Telecomunicações;25;0,0009;2024-11-13 10:55:17
Técnico de Enfermagem e Assemelhados (Exceto Enfermeiro);130;0,0045;2024-11-13 10:55:17
Técnico de Laboratório e Raios X;19;0,0007;2024-11-13 10:55:17
Técnico de Mecânica;11;0,0004;2024-11-13 10:55:17
Técnico de Mineração, Metalurgia e Geologia;1;0;2024-11-13 10:55:17
Técnico de Obras Civis, Estradas, Saneamento e Assemelhados;17;0,0006;2024-11-13 10:55:17
Técnico de Química;5;0,0002;2024-11-13 10:55:17
Técnico em Agronomia e Agrimensura;19;0,0007;2024-11-13 10:55:17
Técnico em Edificações;11;0,0004;2024-11-13 10:55:17
Técnico em Informática;24;0,0008;2024-11-13 10:55:17
Vendedor Pracista, Representante, Caixeiro-Viajante e Assemelhados;209;0,0072;2024-11-13 10:55:17
Vendedor de Comércio Varejista e Atacadista;156;0,0054;2024-11-13 10:55:17
Vereador;960;0,0329;2024-11-13 10:55:17
Veterinário;52;0,0018;2024-11-13 10:55:17
Vigilante;176;0,006;2024-11-13 10:55:17
Zootecnista;7;0,0002;2024-11-13 10:55:17
